Date,Open,High,Low,Close,Adj Close,Volume
11/3/20,263.160004,270.049988,260.880005,265.299988,265.299988,17961900
11/4/20,281,288.940002,278.619995,287.380005,287.380005,35364400
11/5/20,291.899994,297.380005,288.950012,294.679993,294.679993,23823600
11/6/20,293.950012,294.600006,288.059998,293.410004,293.410004,13891000
11/9/20,289.869995,292.579987,278.529999,278.769989,278.769989,25117700
11/10/20,273.100006,274,264,272.429993,272.429993,29067700
11/11/20,273.470001,278.399994,272.480011,276.480011,276.480011,14957000
11/12/20,277.179993,279.75,274.429993,275.079987,275.079987,12899500
11/13/20,277.720001,277.76001,273.100006,276.950012,276.950012,10391200
11/16/20,275.049988,279.410004,274.630005,278.959991,278.959991,12970400
11/17/20,277.679993,277.679993,273.290009,275,275,15040300
11/18/20,274.519989,277.390015,271.839996,271.970001,271.970001,12152900
11/19/20,271.019989,273.470001,269.190002,272.940002,272.940002,12963700
11/20/20,272.559998,273,269.410004,269.700012,269.700012,18114700
11/23/20,270.890015,270.950012,264.529999,268.429993,268.429993,20990800
11/24/20,268.48999,277.820007,267.869995,276.920013,276.920013,16930400
11/25/20,278.140015,280.179993,272.649994,275.589996,275.589996,12467000
11/27/20,277.390015,279.130005,274.820007,277.809998,277.809998,7808400
11/30/20,276.029999,277.700012,271.01001,276.970001,276.970001,16693300
12/1/20,279.160004,289.299988,278.959991,286.549988,286.549988,20738900
12/2/20,285.359985,291.779999,280.829987,287.519989,287.519989,17361600
12/3/20,286.25,286.649994,281.070007,281.850006,281.850006,12921700
12/4/20,280.299988,283.459991,279.299988,279.700012,279.700012,10880300
12/7/20,279.190002,288.48999,278.200012,285.579987,285.579987,13007700
12/8/20,286.01001,286.429993,281.549988,283.399994,283.399994,10747700
12/9/20,283.660004,287.630005,271.75,277.920013,277.920013,25189700
12/10/20,275.540009,278.730011,271.859985,277.119995,277.119995,20065100
12/11/20,274.529999,276.480011,270.25,273.549988,273.549988,14391400
12/14/20,273.369995,277.220001,271.559998,274.190002,274.190002,16376900
12/15/20,274.829987,276.079987,267.470001,275.549988,275.549988,23979500
12/16/20,274.76001,277.859985,272.51001,275.670013,275.670013,15885000
12/17/20,277.070007,280.440002,273.609985,274.480011,274.480011,16377800
12/18/20,275.769989,278,271.140015,276.399994,276.399994,26693200
12/21/20,272.980011,274.670013,267.790009,272.790009,272.790009,16553700
12/22/20,271.5,271.5,264.630005,267.089996,267.089996,17312900
12/23/20,266.890015,272.170013,266.230011,268.109985,268.109985,14329000
12/24/20,268.880005,270.399994,266.200012,267.399994,267.399994,6702000
12/28/20,268.73999,277.299988,265.660004,277,277,23299700
12/29/20,276.950012,280.51001,276.279999,276.779999,276.779999,16383000
12/30/20,277.950012,278.079987,271.709991,271.869995,271.869995,11803800
12/31/20,272,277.089996,269.809998,273.160004,273.160004,12900400
1/4/21,274.779999,275,265.200012,268.940002,268.940002,15106100
1/5/21,268.290009,272.399994,268.209991,270.970001,270.970001,9871600
1/6/21,262,267.75,260.01001,263.309998,263.309998,24354100
1/7/21,265.899994,271.609985,264.779999,268.73999,268.73999,15789800
1/8/21,268.309998,268.950012,263.179993,267.570007,267.570007,18528300
1/11/21,260.480011,263.470001,255.899994,256.839996,256.839996,30412300
1/12/21,256.630005,259.720001,250.300003,251.089996,251.089996,26383500
1/13/21,251.550003,253.949997,249.199997,251.639999,251.639999,19528900
1/14/21,253.399994,255.029999,244.610001,245.639999,245.639999,29739400
1/15/21,247.899994,253.860001,247.160004,251.360001,251.360001,24942900
1/19/21,256.899994,262.200012,252.720001,261.100006,261.100006,28028500
1/20/21,268.929993,270.320007,263.600006,267.480011,267.480011,25199900
1/21/21,269.26001,273.600006,267.48999,272.869995,272.869995,20838700
1/22/21,272.01001,278.470001,272,274.5,274.5,21954000
1/25/21,278.140015,280.100006,271.51001,278.01001,278.01001,19087000
1/26/21,278.140015,285.390015,277.809998,282.049988,282.049988,19373600
1/27/21,282.529999,283.450012,268.119995,272.140015,272.140015,35346200
1/28/21,277.179993,286.790009,264.700012,265,265,37758800
1/29/21,265.299988,266.559998,254.850006,258.329987,258.329987,30389500
2/1/21,259.519989,264.170013,254.910004,262.01001,262.01001,22914300
2/2/21,264,268.850006,263.269989,267.079987,267.079987,17320800
2/3/21,265.619995,269.200012,263.839996,266.649994,266.649994,14223400
2/4/21,267.01001,268.160004,264,266.48999,266.48999,16060000
2/5/21,266.799988,269.170013,265.670013,268.100006,268.100006,12454400
2/8/21,268.75,269.859985,265,266.579987,266.579987,13755200
2/9/21,266.440002,273.390015,265.75,269.450012,269.450012,14613400
2/10/21,272.450012,273.799988,267.720001,271.869995,271.869995,14687200
2/11/21,271.890015,273.579987,268.48999,270.390015,270.390015,12828600
2/12/21,270.519989,271.179993,268.339996,270.5,270.5,9097600
2/16/21,270.799988,276.600006,270.049988,273.970001,273.970001,15417200
2/17/21,271.23999,273.970001,269.579987,273.570007,273.570007,12763200
2/18/21,269.570007,271.950012,266.029999,269.390015,269.390015,15249100
2/19/21,269.859985,270.269989,260.149994,261.559998,261.559998,25622600
2/22/21,257.950012,263.070007,257.529999,260.329987,260.329987,17434900
2/23/21,259.5,267.459991,254.960007,265.859985,265.859985,21924600
2/24/21,262.329987,266.380005,258.390015,264.309998,264.309998,15736100
2/25/21,262.299988,266.940002,254.039993,254.690002,254.690002,19053100
2/26/21,256.470001,265.549988,256.470001,257.619995,257.619995,26619500
3/1/21,260.820007,266.649994,257.899994,264.910004,264.910004,22157300
3/2/21,265.779999,266.709991,258.649994,259,259,15191700
3/3/21,260.290009,260.98999,255.100006,255.410004,255.410004,15513500
3/4/21,256.470001,266.48999,253.5,257.640015,257.640015,31626500
3/5/21,260.670013,265.450012,255.610001,264.279999,264.279999,26820100
3/8/21,265.549988,265.579987,255.050003,255.309998,255.309998,18391800
3/9/21,261.179993,268.529999,259.809998,265.73999,265.73999,22039700
3/10/21,268.640015,268.970001,262.869995,264.899994,264.899994,14210300
3/11/21,268.109985,277.899994,267.820007,273.880005,273.880005,21834000
3/12/21,269.140015,269.73999,264.019989,268.399994,268.399994,20600200
3/15/21,269.079987,275.959991,268.5,273.75,273.75,16844800
3/16/21,276.079987,282.140015,274.799988,279.279999,279.279999,22437700
3/17/21,275.709991,286.230011,275.410004,284.01001,284.01001,21315000
3/18/21,279.869995,285.190002,278.279999,278.619995,278.619995,18728300
3/19/21,281.220001,292.799988,281.200012,290.109985,290.109985,38930500
3/22/21,290.450012,299.709991,286.75,293.540009,293.540009,28273100
3/23/21,293.149994,298,289.809998,290.630005,290.630005,23000900
3/24/21,291,291.720001,281.160004,282.140015,282.140015,18675000
3/25/21,280.980011,288.059998,277.75,278.73999,278.73999,24505600
3/26/21,278.299988,284.5,277.769989,283.019989,283.019989,17629200
3/29/21,285.769989,293.179993,284.700012,290.820007,290.820007,21718800
3/30/21,289.829987,292.470001,286.700012,288,288,17474500
3/31/21,289.98999,296.5,288.609985,294.529999,294.529999,19498200
4/1/21,298.399994,302.399994,296.600006,298.660004,298.660004,17616000
4/5/21,300.890015,310.769989,300.679993,308.910004,308.910004,28237000
4/6/21,308.839996,311.350006,305.25,306.26001,306.26001,17335200
4/7/21,306.339996,314.25,305.5,313.089996,313.089996,22855200
4/8/21,314.850006,315.880005,310.049988,313.019989,313.019989,20894100
4/9/21,311.399994,314.73999,310.329987,312.459991,312.459991,15988600
4/12/21,311.049988,312.149994,307.929993,311.540009,311.540009,10881900
4/13/21,312.209991,314.429993,309.320007,309.76001,309.76001,14036900
4/14/21,307.299988,308.029999,301.950012,302.820007,302.820007,17421400
4/15/21,306.339996,310.140015,304.100006,307.820007,307.820007,14558300
4/16/21,308.170013,308.950012,304.609985,306.179993,306.179993,13059200
4/19/21,305.01001,307.700012,300.559998,302.23999,302.23999,14553500
4/20/21,301.98999,305.100006,297.209991,302.649994,302.649994,16796400
4/21/21,301.950012,301.980011,297.390015,301.470001,301.470001,14863500
4/22/21,301.329987,302.920013,296.040009,296.519989,296.519989,16375400
4/23/21,298.76001,302.589996,297.149994,301.130005,301.130005,17536800
4/26/21,303.339996,305.799988,301.559998,303.040009,303.040009,16172600
4/27/21,304.279999,305.339996,301.109985,303.570007,303.570007,15309300
4/28/21,307.359985,310.920013,305.369995,307.100006,307.100006,33907200
4/29/21,330.119995,331.809998,321.609985,329.51001,329.51001,56526800
4/30/21,326.140015,329.820007,324.5,325.079987,325.079987,26332400
5/3/21,326.170013,328.549988,321.839996,322.579987,322.579987,18719500
5/4/21,320.019989,322.190002,313.119995,318.359985,318.359985,24032600
5/5/21,318.190002,321.059998,314.48999,315.019989,315.019989,15577600
5/6/21,314.519989,320.23999,313.269989,320.019989,320.019989,19012200
5/7/21,322.380005,322.940002,318.75,319.079987,319.079987,15916700
5/10/21,314.350006,314.579987,304.829987,305.970001,305.970001,24239200
5/11/21,300.75,306.839996,299.690002,306.529999,306.529999,18920100
5/12/21,301.130005,304.959991,298.190002,302.549988,302.549988,24645500
5/13/21,306.079987,308.859985,302.769989,305.26001,305.26001,18079200
5/14/21,309.540009,316.850006,309.079987,315.940002,315.940002,19245700
5/17/21,313.549988,315.679993,311.579987,315.459991,315.459991,15401300
5/18/21,315.589996,316.5,309.809998,309.959991,309.959991,14522400
5/19/21,304.190002,314.660004,303.570007,313.589996,313.589996,19106200
5/20/21,313.579987,319.25,313.160004,318.609985,318.609985,17320200
5/21/21,319.290009,319.929993,315.809998,316.230011,316.230011,13600900
5/24/21,318.209991,325.950012,318.029999,324.630005,324.630005,16445400
5/25/21,327.079987,329.179993,324.799988,327.790009,327.790009,16437000
5/26/21,328.350006,329.829987,325.820007,327.660004,327.660004,9686900
5/27/21,328,333.779999,326.76001,332.75,332.75,20477700
5/28/21,331,332.869995,328.329987,328.730011,328.730011,12037400
6/1/21,330.149994,331.420013,326.640015,329.130005,329.130005,11765900
6/2/21,330.380005,331.869995,327.119995,329.149994,329.149994,11654300
6/3/21,325.779999,327.380005,323.480011,326.040009,326.040009,12610800
6/4/21,325.899994,332.459991,325.179993,330.350006,330.350006,13289400
6/7/21,329.480011,337.690002,328.929993,336.579987,336.579987,20136700
6/8/21,336.700012,338.299988,332.23999,333.679993,333.679993,14580500
6/9/21,335.73999,336.799988,330,330.25,330.25,13727900
6/10/21,330.790009,333.940002,328.549988,332.459991,332.459991,13240200
6/11/21,332.579987,332.829987,328.929993,331.26001,331.26001,13587900
6/14/21,331.899994,336.820007,329.809998,336.769989,336.769989,12250800
6/15/21,336.98999,339.920013,335.029999,336.75,336.75,15795200
6/16/21,336.700012,337.549988,328.720001,331.079987,331.079987,17232200
6/17/21,330.48999,337.980011,330.149994,336.51001,336.51001,17794100
6/18/21,334.529999,336.149994,329,329.660004,329.660004,23039500
6/21/21,331.089996,332.920013,327.649994,332.290009,332.290009,11337500
6/22/21,332.690002,339.920013,332.600006,339.029999,339.029999,15345300
6/23/21,339.350006,343.420013,338.200012,340.589996,340.589996,14817800
6/24/21,341.850006,344.899994,341.790009,343.179993,343.179993,12329100
6/25/21,342.589996,344.119995,339.679993,341.369995,341.369995,14594400
6/28/21,342.459991,358.140015,341.769989,355.640015,355.640015,29156100
6/29/21,356.269989,356.73999,349.049988,351.890015,351.890015,21417300
6/30/21,352.170013,352.920013,347.170013,347.709991,347.709991,15107500
7/1/21,346.820007,354.670013,346.5,354.390015,354.390015,17137000
7/2/21,355.100006,356.440002,352.619995,354.700012,354.700012,11521300
7/6/21,356.5,358.790009,349.179993,352.779999,352.779999,13488500
7/7/21,355.26001,356.48999,350,350.48999,350.48999,14218900
7/8/21,345.730011,348.329987,342.559998,345.649994,345.649994,14406500
7/9/21,345.320007,350.709991,345.269989,350.420013,350.420013,13018700
7/12/21,351.230011,354.190002,349.640015,353.160004,353.160004,10018600
7/13/21,351.5,358.48999,348.799988,352.089996,352.089996,11456000
7/14/21,354.559998,355.200012,346.730011,347.630005,347.630005,13894200
7/15/21,349.230011,349.230011,340.220001,344.459991,344.459991,14781600
7/16/21,344.910004,345.98999,340.140015,341.160004,341.160004,11026100
7/19/21,337.570007,339.790009,334.540009,336.950012,336.950012,14372300
7/20/21,338.799988,343.450012,334.5,341.660004,341.660004,11024300
7/21/21,341.5,346.519989,341.25,346.230011,346.230011,9279700
7/22/21,346.679993,351.540009,345.209991,351.190002,351.190002,12385400
7/23/21,360.910004,375.329987,357.190002,369.790009,369.790009,33694300
7/26/21,369.579987,374.440002,368.220001,372.459991,372.459991,14925200
7/27/21,371.910004,373.149994,364.549988,367.809998,367.809998,15705400
7/28/21,374.559998,377.549988,366.929993,373.279999,373.279999,29676900
7/29/21,361,365.519989,356.73999,358.320007,358.320007,33413200
7/30/21,354,360.730011,352.940002,356.299988,356.299988,15966700
8/2/21,358.100006,359.399994,350.73999,351.950012,351.950012,13180400
8/3/21,352.730011,353.769989,347.700012,351.23999,351.23999,12406100
8/4/21,352.420013,360.480011,351.51001,358.920013,358.920013,14180600
8/5/21,359.640015,363.899994,356.899994,362.970001,362.970001,10247200
8/6/21,361.399994,365.149994,361.399994,363.51001,363.51001,8918100
8/9/21,363.76001,365.779999,360.75,361.609985,361.609985,7798900
8/10/21,361.829987,364.100006,359.040009,361.130005,361.130005,7469900
8/11/21,362.100006,362.359985,357.809998,359.959991,359.959991,8400300
8/12/21,358.450012,363,357.109985,362.649994,362.649994,7170700
8/13/21,362.970001,364.660004,361.480011,363.179993,363.179993,7192500
8/16/21,362.519989,366.950012,357.380005,366.559998,366.559998,11222100
8/17/21,362.980011,364.670013,355.070007,358.450012,358.450012,12328700
8/18/21,356.25,359.859985,355.149994,355.450012,355.450012,10042400
8/19/21,351.350006,357.570007,351,355.119995,355.119995,12004500
8/20/21,354.600006,359.98999,353.309998,359.369995,359.369995,8693500
8/23/21,359.440002,365.690002,359.100006,363.350006,363.350006,10942000
8/24/21,363.660004,367.959991,361.839996,365.51001,365.51001,9235100
8/25/21,365.600006,370.859985,365.399994,368.390015,368.390015,9684500
8/26/21,368.380005,369.440002,364.130005,364.380005,364.380005,7888700
8/27/21,365.100006,373.73999,364.079987,372.630005,372.630005,11214200
8/30/21,372.559998,381.48999,370.519989,380.660004,380.660004,13547300
8/31/21,379.950012,382.76001,378.799988,379.380005,379.380005,12339400
